freq_low_mhz,freq_high_mhz,country_code,region,service,status,application,typical_devices,modulation,power_limit,channel_spacing_khz,regulatory_ref,notes,verified,verification_status
410.0,420.0,DE,Europe (ITU Region 1),"Fixed, Mobile, BOS (Emergency Services)",Allocated,"BOS Digitalfunk (TETRA-based emergency services digital radio), legacy analog BOS remnants, PMR","Motorola MTP6650 TETRA, Sepura SC21 TETRA, legacy BOS analog Motorola GM360","TETRA (pi/4-DQPSK), legacy FM analog","Up to 30 W (TETRA base stations), 3 W (TETRA handheld)",25,BNetzA Frequenzplan; BOS-Funkrichtlinie,"Germany's BOS Digitalfunk (emergency services radio) operates on TETRA in the 380-400 MHz range primarily, but 410-420 MHz contains some BOS analog remnants and government/military allocations. BNetzA manages spectrum for non-federal, BDBOS for BOS network.",True,
410.0,420.0,US,North America (ITU Region 2),"Federal Government (Fixed, Mobile)",Allocated,"US Federal government exclusive use. Military, federal law enforcement, other government agencies.",Various federal government radio systems (classified/restricted information),"Various (P25, FM analog, digital)",Varies by authorization (NTIA managed),12.5,NTIA Manual of Regulations and Procedures for Federal Radio Frequency Management; 47 USC 305,"410-420 MHz is allocated exclusively to US Federal government use, managed by NTIA (not FCC). Non-federal users cannot operate in this band. Includes Department of Defense, Department of Justice, and other federal agencies.",True,
410.0,420.0,UK,Europe (ITU Region 1),"Fixed, Mobile, Ministry of Defence",Allocated,"Ministry of Defence (primary user), some PMR and government communications","Military tactical radio systems, Bowman radio (legacy)",Various,Varies by license,12.5,Ofcom UKFAT; UK Spectrum Strategy,The 400 MHz range in the UK has MoD as a significant primary user. Civil PMR users share on a managed basis. Ofcom has conducted strategic reviews of UHF spectrum at 420-470 MHz.,True,
410.0,420.0,RU,ITU Region 1,"Fixed, Mobile, Government/Military",Allocated,"Government and military communications, fixed links",Military radio systems,Various,Varies by authorization,25,GRFC (General Radio Frequency Centre) frequency allocation table,"Russia allocates 410-420 MHz primarily for government and military use. GRFC manages spectrum allocation under the Ministry of Digital Development, Communications and Mass Media.",True,
410.0,420.0,CN,ITU Region 3,"Fixed, Mobile",Allocated,"Government and military communications, land mobile radio",Various government/military radio equipment,Various,Varies by authorization,25,"MIIT National Frequency Allocation Table (effective July 1, 2023); SRRC regulations","China's MIIT manages spectrum via SRRC (State Radio Regulation of China). The 410-420 MHz range is primarily allocated to government and military services. MIIT revised radio frequency allocations with latest version effective July 1, 2023.",True,
420.0,430.0,US,North America (ITU Region 2),"Amateur Radio, Radiolocation",Shared,"Amateur radio (70cm band lower segment), military radiolocation (radar). Amateur stations must not cause interference to, and must accept interference from, government radiolocation.","Yaesu FT-70DR (amateur handheld, 144/430 MHz dual-band), Icom IC-9700 (amateur all-mode), military radar systems","FM, SSB, CW, digital modes (DMR, D-STAR, System Fusion)","1500 W PEP (amateur, FCC Part 97); military radiolocation varies",,FCC 47 CFR Part 97; 47 CFR 97.303(h)(1),"US amateur allocation uniquely extends down to 420 MHz (not 430 MHz as in Region 1). Amateurs must accept interference from and not cause interference to government radiolocation within 80.5 km of Buffalo, Cleveland, and Detroit. 420-430 MHz is secondary to radiolocation in some areas.",True,
420.0,430.0,UK,Europe (ITU Region 1),"Fixed, Mobile, Radiolocation, MoD",Allocated,"Ministry of Defence primary user, radiolocation systems. NOT amateur radio (amateur starts at 430 MHz in UK).",Military radar and communication systems,Various,Varies by authorization,,Ofcom UKFAT; Ofcom Strategic Review of UHF Spectrum at 420-470 MHz,"In the UK, 420-430 MHz is NOT available for amateur radio. Amateur allocation begins at 430 MHz. MoD is the primary user of this band.",True,
430.0,440.0,US,North America (ITU Region 2),"Amateur Radio, Radiolocation",Shared,"Amateur radio 70cm band (part of broader 420-450 MHz US amateur allocation). Repeaters, simplex, satellite, weak signal, ATV, digital modes.","Yaesu FT-70DR, Kenwood TH-D75A, Icom IC-905, AMSAT satellites (435-438 MHz uplink/downlink), various DMR/D-STAR/Fusion repeaters","FM, SSB, CW, ATV (DATV), DMR (4FSK TDMA), D-STAR (GMSK), C4FM (System Fusion)",1500 W PEP (FCC Part 97),,FCC 47 CFR Part 97.301(a); 47 CFR 97.303,"US amateur allocation is 420-450 MHz (30 MHz wide), much wider than Region 1's 430-440 MHz (10 MHz). Shared with radiolocation on a co-primary basis. +/- 5 MHz repeater offset standard. 432.1 MHz is weak signal calling frequency. 435-438 MHz includes amateur satellite allocations. No ISM overlay at 433 MHz in the US.",True,
430.0,440.0,UK,Europe (ITU Region 1),Amateur Radio,Secondary,"Amateur radio 70cm band. Repeaters, simplex, satellite, ATV, data, weak signal.","Yaesu FT-991A, Icom IC-7100, Kenwood TM-D710GA, various GB3xx repeaters","FM, SSB, CW, ATV, DMR, D-STAR, C4FM",40 W (16 dBW) ERP Full/Intermediate license in 430-432 MHz; 400 W ERP in other segments (with restrictions),,Ofcom UKFAT; RSGB band plan; Ofcom Amateur Radio License terms,"Secondary to MoD (Ministry of Defence) which is the primary user. 431-432 MHz not available within 100 km radius of Charing Cross, London. Repeaters/beacons above 25 W ERP require MoD coordination via Notice of Variation. Standard repeater shift is +1.6 MHz (input 430-432 MHz, output 438-440 MHz).",True,
430.0,440.0,FR,Europe (ITU Region 1),Amateur Radio,Secondary,Amateur radio 70cm band. Limited in some areas due to military primary allocation.,"Yaesu FT-70DR, Icom IC-9700, DMR repeaters (F1ZBD network)","FM, SSB, CW, DMR, D-STAR, C4FM, ATV","120 W (class 1 license), lower for other classes",,ANFR TNRBF; ARCEP Decision 2014-1263; Arrete du 21 septembre 2000 (amateur radio),"Secondary allocation. French military has primary usage in some geographic areas, which may restrict amateur operations. The 435-438 MHz segment includes amateur satellite allocations. ISM band 433.05-434.79 MHz overlays amateur allocation - amateurs must accept ISM interference.",True,
430.0,440.0,DE,Europe (ITU Region 1),Amateur Radio,Secondary,Amateur radio 70cm band. Shared with ISM (433.05-434.79 MHz) and radiolocation.,"Yaesu FT-991A, Icom IC-9700, Kenwood TH-D75A, DARC repeater network (DB0xx)","FM, SSB, CW, DMR, D-STAR, C4FM, DATV","750 W PEP (Class A license), 75 W PEP (Class E license)",,BNetzA Frequenzplan; AFuV (Amateurfunkverordnung); DARC band plan,"Secondary to radiolocation (primary). ISM band 433.05-434.79 MHz overlays - amateur stations must accept interference from ISM devices. 435-438 MHz reserved for amateur satellite operations only (no local communications). Maximum bandwidth 2 MHz for digital modes, 7 MHz for AM-ATV.",True,
430.0,440.0,IT,Europe (ITU Region 1),"Amateur Radio, Fixed, Mobile","Secondary (Amateur), Primary (Fixed/Mobile in sub-bands)",Amateur radio 70cm band with gaps. Fixed and mobile services are co-primary in 430-435 MHz and 438-440 MHz segments.,"Yaesu FT-70DR, Icom IC-9700, ARI repeater network (IR/IQ prefix)","FM, SSB, CW, DMR, D-STAR, C4FM",50 W maximum,,MISE/MIMIT frequency plan; ITU RR footnote 5.271 (Italy); ARI band plan,"Italy has a UNIQUE allocation structure: 430-434 MHz (amateur), 434-435 MHz (NOT amateur - reserved for other services), 435-438 MHz (amateur). The 1 MHz gap at 434-435 MHz is a significant restriction not found in most other European countries. Fixed service allocated on primary basis across 430-440 MHz per ITU footnote for Italy.",True,
430.0,440.0,ES,Europe (ITU Region 1),Amateur Radio,Secondary,"Amateur radio 70cm band. Repeaters, simplex, digital modes.","Yaesu FT-70DR, Icom IC-9700, EA/EB prefix repeaters","FM, SSB, CW, DMR, D-STAR, C4FM",50 W maximum transmitted power (200 W peak per CNAF),25,CNAF (Cuadro Nacional de Atribucion de Frecuencias); BOE resolution; FEDI-EA band plan,"Spain allocates 430-440 MHz to amateur radio as secondary service. Maximum transmitted power 50 W with 200 W peak, 25 kHz bandwidth limit. Spain recently opened the 40 MHz (8m) band for amateurs (2024), showing progressive spectrum policy.",True,
430.0,440.0,CH,Europe (ITU Region 1),"Amateur Radio, Fixed, Mobile",Secondary (Amateur),Amateur radio 70cm band. Shared with ISM (433.05-434.79 MHz) and fixed/mobile services.,"Yaesu FT-991A, Icom IC-9700, HB9 repeater network","FM, SSB, CW, DMR, D-STAR, C4FM","Varies by license class (typically 50 W for HB3, higher for HB9)",,BAKOM (OFCOM Switzerland) national frequency allocation plan; Swiss RRL (Radio and Telecommunications Regulation),"In Switzerland, 433.05-434.79 MHz is designated as ISM band - amateur stations must accept interference from ISM applications. Fixed service allocated on primary basis across 430-440 MHz per ITU footnote. Bands 430-435 MHz and 438-440 MHz also allocated to mobile (except aeronautical mobile) on primary basis.",True,
430.0,440.0,RU,ITU Region 1,"Amateur Radio, Radiolocation, Fixed, Mobile",Secondary (Amateur),Limited amateur radio allocation. Government/military has primary use. LPD433 license-free band overlays at 433.075-434.775 MHz.,"Baofeng UV-5R (popular imported handheld), Yaesu FT-60R, various Russian-made equipment","FM, SSB, CW","5 W (amateur, typical authorization), 10 mW (LPD433)",,GRFC frequency allocation; Russian Federation amateur radio regulations,"Russia has limited amateur allocation in 430-440 MHz. In practice, high power operation is common on LPD433 frequencies (433.075-434.775 MHz) despite regulations. Russian operators also commonly use LPD and PMR446 frequencies for cross-band CB repeater links. Amateur radio licensing in Russia managed by GRFC.",True,
430.0,440.0,CN,ITU Region 3,"Amateur Radio, Radiolocation, Fixed, Mobile",Secondary (Amateur),Limited amateur radio in some provinces. Government/military primary.,"Baofeng UV-5R, TYT MD-UV380 (popular Chinese-made DMR handheld), various locally manufactured equipment","FM, DMR","25 W maximum (amateur, typical Class A)",,MIIT frequency allocation table; CRAC (Chinese Radio Amateur Club) regulations,China's amateur allocation at 430-440 MHz is limited and varies by province. SRRC type approval required for all radio equipment. Amateur licensing managed by CRAC under MIIT supervision. Some provinces have additional restrictions. ISM-like use at 433 MHz is not formally designated as in Region 1.,True,
433.05,434.79,FR,Europe (ITU Region 1),ISM / SRD (Short Range Devices) - Non-specific,Shared,"License-free short range devices: home automation, weather stations, car key fobs, TPMS sensors, wireless doorbells, garage door openers, alarm systems, remote controls, IoT sensors, LoRa devices.","Somfy RTS blinds/shutters (433.42 MHz, OOK+Manchester, rolling code), Renault/PSA car key fobs (433.92 MHz), Netatmo weather station, Chacon/DIO 433.92 MHz home automation modules, RFXCOM RFXtrx433E transceiver (433.92 MHz + 433.42 MHz Somfy TX), Friedland wireless doorbells (433.92 MHz)","OOK (On-Off Keying), ASK, FSK, GFSK, LoRa (CSS)",10 mW ERP (with 10% duty cycle) or 1 mW ERP (no duty cycle limit for some applications),25,ETSI EN 300 220; ERC/REC 70-03 Annex 1; ANFR SRD table; EU Decision 2006/771/EC (as amended),"CRITICAL EUROPEAN SRD BAND. Sub-bands: (1) 433.05-434.79 MHz at 10 mW ERP with <=10% duty cycle for non-specific SRDs; (2) 433.05-434.79 MHz at 1 mW ERP with advanced mitigation for voice; (3) 434.04-434.79 MHz at 10 mW ERP with NO duty cycle limit, 25 kHz max channel spacing. This band is ISM only in ITU Region 1 (Europe/Africa/Middle East). France additionally restricts some sub-bands where military/defense systems operate (per ECC Rec 70-03 notes on h2/h3 sub-bands).",True,
433.05,434.79,DE,Europe (ITU Region 1),ISM / SRD (Short Range Devices) - Non-specific,Shared,"License-free short range devices: home automation, weather stations, car key fobs, TPMS sensors, wireless doorbells, garage door openers, alarm systems, IoT sensors.","VW/BMW/Mercedes car key fobs (433.92 MHz), Hormann garage door openers (433.92 MHz, rolling code; newer models use BiSecur 868.3 MHz), Oregon Scientific weather stations (433.92 MHz), ELV/Homematic 433 MHz devices, Somfy RTS (433.42 MHz)","OOK, ASK, FSK, GFSK, LoRa",10 mW ERP (10% duty cycle) or 1 mW ERP (voice with APC/AFA),25,ETSI EN 300 220; ERC/REC 70-03 Annex 1; BNetzA Allgemeinzuteilung Vfg Nr. 40/2020,Germany designates 433.05-434.79 MHz (centre 433.92 MHz) as ISM band per ITU RR footnote 5.138. Amateur radio services operating in this band must accept harmful interference from ISM applications. Sub-band 434.04-434.79 MHz allows 10 mW ERP without duty cycle restriction at 25 kHz spacing. BNetzA general allocation (Allgemeinzuteilung) covers non-specific SRDs.,True,
433.05,434.79,UK,Europe (ITU Region 1),ISM / SRD (Short Range Devices) - Non-specific,Shared,License-free short range devices. Exempt from individual licensing under Ofcom IR 2030.,"Byron wireless doorbells (433.92 MHz), car key fobs (433.92 MHz), CAME/NICE garage door openers (433.92 MHz), Oregon Scientific weather sensors (433.92 MHz), Yale alarm system sensors, LoRa IoT nodes","OOK, ASK, FSK, GFSK, LoRa",10 mW ERP (10% duty cycle),25,Ofcom IR 2030 (UK Interface Requirements 2030); ETSI EN 300 220; UK Radio Equipment Regulations 2017,UK maintains alignment with European SRD framework post-Brexit through IR 2030. Same technical parameters as EU. Overlays amateur 70cm band (430-440 MHz) where amateur is secondary. 434.04-434.79 MHz sub-band allows 10 mW ERP without duty cycle limit at 25 kHz max occupied bandwidth.,True,
433.05,434.79,ES,Europe (ITU Region 1),ISM / SRD (Short Range Devices) - Non-specific,Shared,License-free short range devices per EU harmonized framework.,"Car key fobs (433.92 MHz), weather stations, garage door openers, home automation, alarm sensors","OOK, ASK, FSK, GFSK, LoRa",10 mW ERP (10% duty cycle),25,ETSI EN 300 220; ERC/REC 70-03 Annex 1; CNAF; Spanish Royal Decree on SRD,Spain follows EU harmonized SRD framework. Sub-bands h2 and h3 may be limited in Spain where defense/governmental systems operate. Standard 433.92 MHz devices widely used.,True,
433.05,434.79,IT,Europe (ITU Region 1),ISM / SRD (Short Range Devices) - Non-specific,Shared,License-free short range devices per EU harmonized framework.,"Car key fobs (433.92 MHz, Fiat/Alfa Romeo/Lancia), CAME gate openers (433.92 MHz), NICE gate openers (433.92 MHz), weather stations, alarm sensors","OOK, ASK, FSK, GFSK",10 mW ERP (10% duty cycle),25,ETSI EN 300 220; ERC/REC 70-03 Annex 1; MIMIT (formerly MISE) frequency plan,Italy follows EU harmonized SRD framework. Notable that this ISM band overlaps with the amateur band gap at 434-435 MHz (where amateurs cannot operate in Italy). CAME and NICE are Italian manufacturers of gate/garage automation widely using 433.92 MHz.,True,
433.05,434.79,CH,Europe (ITU Region 1),ISM / SRD (Short Range Devices) - Non-specific,Shared,License-free short range devices. Switzerland follows CEPT/ETSI framework despite not being EU member.,"Car key fobs (433.92 MHz), weather stations, garage door openers, alarm sensors, Somfy RTS (433.42 MHz)","OOK, ASK, FSK, GFSK, LoRa",10 mW ERP (10% duty cycle),25,ETSI EN 300 220; ERC/REC 70-03 Annex 1; BAKOM/OFCOM Switzerland national allocation plan,Switzerland specifically listed in ITU RR footnote 5.138 designating 433.05-434.79 MHz as ISM. BAKOM applies same SRD parameters as EU. Amateur radio services must accept harmful interference from ISM applications in this band.,True,
433.05,434.79,US,North America (ITU Region 2),"Part 15 (Unlicensed, Periodic Operation)",Secondary,"Very limited unlicensed operation under FCC Part 15.231. Restricted to periodic transmitters: remote controls, security alarms, sensor reporting. NOT an ISM band in the US (US ISM is 902-928 MHz).","Some imported 433 MHz garage door remotes, tire pressure sensors (though US mainly uses 315 MHz for TPMS/RKE), wireless weather sensor receivers (limited)","OOK, ASK",Field strength limit: ~11.8 mV/m at 3 meters (approximately -1.4 dBm / 0.72 mW for a quarter-wave antenna); max bandwidth 0.25% of center frequency,,FCC 47 CFR Part 15.231 (Periodic operation above 70 MHz); Part 15.209 (general emission limits),"CRITICAL DIFFERENCE: The US does NOT have an ISM band at 433 MHz. FCC Part 15.231 allows only periodic (non-continuous) operation for remote controls and alarms. Manually operated transmitters must deactivate within 5 seconds of release. Polling/supervision transmissions limited to 2 seconds per hour per transmitter. The US equivalent ISM band is 902-928 MHz. Most US car key fobs use 315 MHz, not 433.92 MHz. European 433 MHz devices are generally NOT FCC-compliant for US use.",True,
433.075,434.775,RU,ITU Region 1,LPD433 (Low Power Device) - License-free,Shared,License-free low power devices and walkie-talkies. Russia's alternative to European PMR446. 69 channels for narrow FM voice and data.,"Baofeng BF-888S (commonly used on LPD frequencies), Motorola TLKR T50, various Chinese-manufactured LPD radios, Midland G5","NFM (Narrowband FM) for voice, OOK/FSK for data devices","10 mW ERP (official limit, though widely exceeded in practice)",25,Russian Federation radio regulation; GRFC general authorization for LPD433,"69 channels starting at 433.075 MHz, ending at 434.775 MHz, spaced 25 kHz apart. In practice, Russian operators commonly exceed the 10 mW power limit. LPD433 and PMR446 frequencies are also used for cross-band CB repeater links in Russia and former Soviet countries. High power use is common despite regulations. LPD433 is Russia's primary license-free personal communications allocation (rather than PMR446 which is European).",True,
433.42,433.42,FR,Europe (ITU Region 1),SRD - Somfy RTS Protocol,Shared,"Somfy RTS (Radio Technology Somfy) motorized blinds, shutters, awnings, and screen control. Dominant home automation protocol in France for window coverings.","Somfy Telis 1/4 RTS remote, Somfy Smoove Origin RTS wall switch, Somfy Situo 5 RTS, Somfy Connexoon RTS gateway, RFXCOM RFXtrx433E (433.42 MHz Somfy TX + 433.92 MHz general TX)",OOK (On-Off Keying) with Manchester encoding. Bit period ~604 us. Frame: preamble (hardware sync pulses + software sync) followed by 56 bits (7 bytes) of scrambled data.,10 mW ERP (within SRD band limits),,ETSI EN 300 220; Somfy proprietary protocol (reverse-engineered: pushstack.wordpress.com/somfy-rts-protocol/),"Somfy uses EXACTLY 433.42 MHz (NOT 433.92 MHz) for the RTS protocol. Data is Manchester encoded: rising edge = 1, falling edge = 0. 56-bit payload scrambled by XORing each byte with previous scrambled byte. Rolling code is 16 bits wide but receiver acceptance window of ~100 codes means effective entropy is 9-10 bits. Frame structure: wake-up pulses, hardware sync (2 high pulses), software sync (1 long high pulse of ~4550 us), then Manchester-encoded data. Somfy has shipped over 200 million RTS devices worldwide.",True,
433.92,433.92,FR,Europe (ITU Region 1),"SRD - European TPMS, RKE, Weather Stations, Home Automation",Shared,"Primary frequency for European automotive TPMS (Tire Pressure Monitoring System), RKE (Remote Keyless Entry), wireless weather stations, home automation, wireless doorbells, garage door openers.","Renault/PSA/VW/BMW/Mercedes car key fobs (433.92 MHz RKE with rolling code), European TPMS sensors (433.92 MHz, NOT 315 MHz), Oregon Scientific weather stations (433.92 MHz OOK protocol), Chacon/DIO 433.92 MHz switches, Friedland/Byron doorbells (433.92 MHz)","OOK, ASK, FSK (varies by device type and manufacturer)",10 mW ERP (within SRD limits),,ETSI EN 300 220; EU Directive 2006/771/EC; UNECE Regulation 141 (TPMS mandate EU 2014+),"433.92 MHz is the CENTER FREQUENCY of the European ISM/SRD band. European cars use 433.92 MHz for BOTH TPMS and key fobs (NOT 315 MHz which is the US/Japan frequency). This is a critical regional difference. TPMS mandatory in EU since November 1, 2012 (new type approvals) / November 1, 2014 (all new vehicles) for new cars. Oregon Scientific RF protocols (v1.0, v2.1, v3.0) all use 433.92 MHz OOK modulation. Hormann older garage openers use 433.92 MHz (newer BiSecur system uses 868.3 MHz). CAME and NICE Italian gate openers also use 433.92 MHz.",True,
433.92,433.92,DE,Europe (ITU Region 1),"SRD - TPMS, RKE, Weather Stations, Home Automation",Shared,"European automotive TPMS, RKE, wireless sensors, home automation, garage door openers.","VW/BMW/Mercedes/Audi car key fobs (433.92 MHz), European TPMS sensors, Hormann HSE 2 garage opener (433.92 MHz, rolling code), ELV weather sensors, Homematic 433 MHz sensors","OOK, ASK, FSK",10 mW ERP,,ETSI EN 300 220; BNetzA Allgemeinzuteilung,"German automotive manufacturers (VW Group, BMW, Mercedes-Benz) all use 433.92 MHz for European-market key fobs and TPMS. Hormann (German garage door manufacturer) offers both 433.92 MHz (legacy HSM4/HSE2) and 868.3 MHz (BiSecur, from 2005+) systems.",True,
440.0,450.0,US,North America (ITU Region 2),"Land Mobile (Part 90), Amateur Radio (Part 97)",Shared,"UHF business band (Part 90), amateur radio upper 70cm (Part 97 up to 450 MHz), public safety, industrial.","Motorola APX 8000 (public safety P25), Kenwood NX-5300 (NXDN/DMR), amateur repeaters (typically 440-450 MHz output, 445-450 input with +5 MHz offset)","FM analog, P25 (C4FM/CQPSK), DMR (4FSK), NXDN (4FSK)",Amateur: 1500 W PEP; Part 90: varies by license (typically 2-50 W mobile),12.5,"FCC 47 CFR Part 90 (land mobile); Part 97 (amateur, 420-450 MHz)",US amateur band extends to 450 MHz (not 440 as in Region 1). 440-450 MHz is shared between amateur radio (secondary above 440 MHz in some areas) and land mobile services. Part 90 UHF business band frequencies are individually licensed. 12.5 kHz narrowband mandate applies to Part 90 operations.,True,
440.0,450.0,FR,Europe (ITU Region 1),"Fixed, Mobile, PMR",Allocated,"Professional mobile radio (PMR), fixed links, government/military.","Motorola DP4800 (DMR, 403-470 MHz), Hytera PD685 (DMR), Kenwood NX-3320 (NXDN/DMR)","FM analog, DMR, TETRA",Varies by license (typically up to 25 W mobile),12.5,ANFR TNRBF; ARCEP frequency authorization,440-450 MHz in France allocated to fixed and mobile services. Professional mobile radio users require ARCEP frequency authorization. Some sub-bands used by military.,True,
440.0,450.0,UK,Europe (ITU Region 1),"Fixed, Mobile, PMR, PMSE",Allocated,"Professional mobile radio, Programme Making and Special Events (PMSE), some government use.","Motorola DP4800, Hytera PD685, PMSE talkback systems","FM analog, DMR",Varies by license,12.5,Ofcom UKFAT; Ofcom Business Radio license terms,Transition band between amateur (430-440 MHz) and major PMSE/PMR usage (450-470 MHz). Some 440-450 MHz used for business radio and PMSE applications.,True,
440.0,450.0,DE,Europe (ITU Region 1),"Fixed, Mobile, PMR",Allocated,"Professional mobile radio, government communications, utilities.","Motorola DP4800, Hytera PD785, Kenwood NX-3320","FM analog, DMR",Varies by license,12.5,BNetzA Frequenzplan,440-450 MHz allocated to fixed and mobile services in Germany. Licensed PMR operations.,True,
446.00625,446.19375,FR,Europe (CEPT),PMR446 - Analog FM (License-free),Allocated,"License-free analog FM walkie-talkies for personal and business use. No license, no fee, no registration required.","Motorola Talkabout T82 Extreme (500 mW, 8/16 ch, IPx4, 800 mAh NiMH), Motorola Talkabout T62 (500 mW, 16 ch), Midland G9 Pro (PMR446, 8/16 ch, waterproof), Cobra AM1035 FLT","NFM (Narrowband FM), 12.5 kHz channel spacing",500 mW ERP,12.5,ECC Decision (15)05; ETSI EN 300 296-2; EU Decision 2018/1538,"16 analog channels from 446.00625 to 446.19375 MHz at 12.5 kHz spacing. Originally 8 channels (Ch1-8: 446.00625-446.09375), expanded to 16 in 2018 by extending analog into the former digital-only 446.1-446.2 MHz segment. Integral (non-removable) antenna mandatory. Maximum 500 mW ERP. External antennas and repeaters prohibited for PMR446. Channel 1: 446.00625 MHz, Channel 2: 446.01875 MHz, etc.",True,
446.003125,446.196875,FR,Europe (CEPT),"PMR446 - Digital dPMR446 (License-free, FDMA)",Allocated,License-free digital walkie-talkies using dPMR (FDMA) technology. Better spectral efficiency than analog with 6.25 kHz channels.,"Kenwood TK-3601D/TK-3601DE (dPMR446+PMR446, 48 total channels: 32 digital + 16 analog, IP67, MIL-STD, Li-Ion 2200 mAh, up to 19 hrs operation)","4-level FSK (4FSK) at 3.6 kbit/s, FDMA",500 mW ERP,6.25,ECC Decision (15)05; ETSI EN 300 113-2; ETSI EN 301 166-2; ETSI EN 303 405,"32 digital dPMR channels from 446.003125 to 446.196875 MHz at 6.25 kHz spacing. dPMR uses FDMA to split each 12.5 kHz FM channel into two 6.25 kHz digital channels, doubling capacity vs analog. Extended to full 446.0-446.2 MHz band from 2018 per ECC Decision (15)05. dPMR Association manages standards compliance.",True,
446.00625,446.19375,FR,Europe (CEPT),"PMR446 - Digital DMR Tier 1 (License-free, TDMA)",Allocated,License-free digital walkie-talkies using DMR Tier 1 (TDMA) technology. Two timeslots per 12.5 kHz channel.,"Motorola TLK-110 (DMR Tier 1 PMR446), Hytera PD365 (DMR PMR446), Retevis RT68","4-level FSK (4FSK) at 3.6 kbit/s, TDMA (2 timeslots per 12.5 kHz channel)",500 mW ERP,12.5,ECC Decision (15)05; ETSI EN 300 113-2; ETSI EN 303 405,"16 channels using DMR Tier 1 TDMA with 12.5 kHz spacing (same channel plan as analog). Each channel provides 2 timeslots, effectively 32 talk paths. From 2018, digital DMR extended onto 446.0-446.1 MHz (previously analog-only). DMR and dPMR are incompatible digital modes.",True,
446.0,446.2,DE,Europe (CEPT),"PMR446 (Analog + Digital, License-free)",Allocated,License-free walkie-talkies per EU harmonization.,"Motorola Talkabout T82, Midland G9 Pro, Kenwood TK-3601DE, Albrecht Tectalk Float","NFM analog (12.5 kHz), dPMR FDMA (6.25 kHz), DMR TDMA (12.5 kHz)",500 mW ERP,12.5,ECC Decision (15)05; BNetzA Allgemeinzuteilung; ETSI EN 300 296-2; ETSI EN 303 405,Same parameters as all CEPT countries. BNetzA implements via general allocation (Allgemeinzuteilung). No license required. Integral antenna mandatory.,True,
446.0,446.2,UK,Europe (CEPT),"PMR446 (Analog + Digital, License-free)",Allocated,"License-free walkie-talkies. Widely used for personal, business, events, outdoor activities.","Motorola Talkabout T82, Midland G9 Pro, Kenwood TK-3601DE, Binatone Action 1100","NFM analog (12.5 kHz), dPMR FDMA (6.25 kHz), DMR TDMA (12.5 kHz)",500 mW ERP,12.5,Ofcom IR 2030; ECC Decision (15)05; UK Wireless Telegraphy (Licence Exemption) Regulations,UK maintains PMR446 post-Brexit under Ofcom IR 2030. Same technical parameters as EU. Integral antenna mandatory. No external antennas or repeaters.,True,
446.0,446.2,ES,Europe (CEPT),"PMR446 (Analog + Digital, License-free)",Allocated,License-free walkie-talkies per EU harmonization.,"Motorola Talkabout T82, Midland G9 Pro, Kenwood TK-3601DE","NFM analog, dPMR, DMR Tier 1",500 mW ERP,12.5,ECC Decision (15)05; CNAF; Spanish telecommunications regulations,Spain follows EU-harmonized PMR446 standard. No license required.,True,
446.0,446.2,IT,Europe (CEPT),"PMR446 (Analog + Digital, License-free)",Allocated,License-free walkie-talkies per EU harmonization.,"Motorola Talkabout T82, Midland G9 Pro (Midland is Italian brand), Kenwood TK-3601DE","NFM analog, dPMR, DMR Tier 1",500 mW ERP,12.5,ECC Decision (15)05; MIMIT frequency plan; Italian telecommunications regulations,Italy follows EU-harmonized PMR446 standard. Midland (C.T.E. International) is an Italian company and major PMR446 radio manufacturer. No license required.,True,
446.0,446.2,CH,Europe (CEPT),"PMR446 (Analog + Digital, License-free)",Allocated,License-free walkie-talkies. Switzerland adopts CEPT PMR446 framework.,"Motorola Talkabout T82, Midland G9 Pro, Kenwood TK-3601DE","NFM analog, dPMR, DMR Tier 1",500 mW ERP,12.5,ECC Decision (15)05; BAKOM/OFCOM Switzerland regulations,"Switzerland (non-EU but CEPT member) implements PMR446 under BAKOM regulations, aligned with ECC Decision (15)05. No license required.",True,
446.0,446.2,US,North America (ITU Region 2),NOT AVAILABLE - PMR446 does not exist in US,N/A,PMR446 is NOT used in the United States. The US equivalent is FRS (Family Radio Service) on 462/467 MHz.,"N/A for PMR446. US equivalent: Motorola Talkabout T800/T600 (FRS, 462/467 MHz, 2W on FRS channels), Midland X-TALKER T71VP3",N/A,N/A,,FCC 47 CFR Part 95 Subpart B (FRS); NOT PMR446,"PMR446 (446.0-446.2 MHz) is a EUROPEAN standard. The US uses FRS (Family Radio Service) at 462.5625-467.7125 MHz (22 channels, up to 2W ERP). Using PMR446 radios in the US would violate FCC regulations. Frequencies around 446 MHz in the US are allocated to land mobile and amateur radio services.",True,
446.0,446.2,RU,ITU Region 1,PMR446 (limited adoption) / LPD433 preferred,Shared,PMR446 has limited use in Russia. LPD433 (433.075-434.775 MHz) is the more commonly used license-free band.,"Some imported PMR446 radios (Motorola, Midland), though LPD433 radios more common",NFM analog,500 mW ERP (if PMR446 authorized),12.5,GRFC regulations,"Russia primarily uses LPD433 (433.075-434.775 MHz, 69 channels, 10 mW) as their license-free alternative. PMR446 has some adoption but LPD433 is traditional. In practice, operators often exceed power limits on both bands. Cross-band repeater linking between LPD/PMR446, VHF, and 11m CB is common in Russia.",True,
